Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,55.00,375,206250.00,82500.00,40%,In-store
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,275,110000.00,44000.00,40%,In-store
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Men's Apparel,45.00,175,78750.00,35438.00,45%,In-store
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Women's Apparel,60.00,350,210000.00,73500.00,35%,In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,45.00,550,247500.00,99000.00,40%,In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,400,200000.00,80000.00,40%,In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Women's Street Footwear,50.00,400,200000.00,80000.00,40%,In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,325,146250.00,58500.00,40%,In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Apparel,40.00,225,90000.00,40500.00,45%,In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Women's Apparel,65.00,575,373750.00,130813.00,35%,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,60.00,825,495000.00,198000.00,40%,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,70.00,700,490000.00,196000.00,40%,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,85.00,700,595000.00,238000.00,40%,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,85.00,575,488750.00,195500.00,40%,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Apparel,95.00,450,427500.00,192375.00,45%,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Apparel,110.00,750,825000.00,288750.00,35%,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,90.00,900,810000.00,324000.00,40%,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,95.00,750,712500.00,285000.00,40%,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,95.00,700,665000.00,266000.00,40%,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,90.00,600,540000.00,216000.00,40%,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Apparel,95.00,650,617500.00,277875.00,45%,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's Apparel,110.00,650,715000.00,250250.00,35%,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,95.00,850,807500.00,323000.00,40%,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,85.00,825,701250.00,280500.00,40%,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,75.00,700,525000.00,210000.00,40%,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,75.00,475,356250.00,142500.00,40%,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Apparel,65.00,475,308750.00,138938.00,45%,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Apparel,70.00,300,210000.00,73500.00,35%,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,45.00,500,225000.00,90000.00,40%,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,500,250000.00,100000.00,40%,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Street Footwear,45.00,300,135000.00,54000.00,40%,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,250,112500.00,45000.00,40%,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Men's Apparel,55.00,275,151250.00,68063.00,45%,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Apparel,40.00,300,120000.00,42000.00,35%,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,35.00,400,140000.00,56000.00,40%,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,575,287500.00,115000.00,40%,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,45.00,400,180000.00,72000.00,40%,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,375,150000.00,60000.00,40%,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Apparel,50.00,350,175000.00,78750.00,45%,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Women's Apparel,55.00,400,220000.00,77000.00,35%,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,40.00,625,250000.00,100000.00,40%,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,45.00,700,315000.00,126000.00,40%,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,40.00,525,210000.00,84000.00,40%,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,50.00,500,250000.00,100000.00,40%,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Apparel,70.00,475,332500.00,149625.00,45%,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Women's Apparel,85.00,600,510000.00,178500.00,35%,Online
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,70.00,800,560000.00,224000.00,40%,Online
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,80.00,800,640000.00,256000.00,40%,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,75.00,600,450000.00,180000.00,40%,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,75.00,600,450000.00,180000.00,40%,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Apparel,85.00,525,446250.00,200813.00,45%,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Apparel,90.00,625,562500.00,196875.00,35%,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Street Footwear,20.00,675,135000.00,40500.00,30%,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,30.00,675,202500.00,60750.00,30%,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Street Footwear,30.00,475,142500.00,42750.00,30%,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,35.00,475,166250.00,66500.00,40%,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Apparel,40.00,325,130000.00,32500.00,25%,Online
West Gear,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Apparel,35.00,475,166250.00,74813.00,45%,Online
Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Men's Street Footwear,25.00,625,156250.00,46875.00,30%,Online
Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,35.00,600,210000.00,63000.00,30%,Online
Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Women's Street Footwear,35.00,425,148750.00,44625.00,30%,Online
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Women's Athletic Footwear,35.00,375,131250.00,52500.00,40%,Online
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Men's Apparel,40.00,250,100000.00,25000.00,25%,Online
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Women's Apparel,35.00,450,157500.00,70875.00,45%,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Street Footwear,30.00,625,187500.00,65625.00,35%,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Athletic Footwear,40.00,625,250000.00,87500.00,35%,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Women's Street Footwear,30.00,450,135000.00,47250.00,35%,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Women's Athletic Footwear,35.00,350,122500.00,55125.00,45%,Online
West Gear,1197831,3/6/2021,West,Idaho,Boise,Men's Apparel,40.00,250,100000.00,30000.00,30%,Online
West Gear,1197831,3/6/2021,West,Idaho,Boise,Women's Apparel,35.00,400,140000.00,70000.00,50%,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Street Footwear,20.00,650,130000.00,45500.00,35%,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Athletic Footwear,30.00,650,195000.00,68250.00,35%,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Street Footwear,25.00,475,118750.00,41563.00,35%,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Athletic Footwear,30.00,375,112500.00,50625.00,45%,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Apparel,35.00,275,96250.00,28875.00,30%,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Apparel,30.00,550,165000.00,82500.00,50%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Street Footwear,20.00,700,140000.00,49000.00,35%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Athletic Footwear,30.00,725,217500.00,76125.00,35%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Street Footwear,25.00,575,143750.00,50313.00,35%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Athletic Footwear,35.00,500,175000.00,78750.00,45%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Apparel,50.00,400,200000.00,60000.00,30%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Apparel,45.00,750,337500.00,168750.00,50%,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Street Footwear,45.00,750,337500.00,118125.00,35%,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,50.00,750,375000.00,131250.00,35%,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Street Footwear,50.00,600,300000.00,105000.00,35%,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,50.00,550,275000.00,123750.00,45%,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Apparel,55.00,450,247500.00,74250.00,30%,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Apparel,60.00,825,495000.00,247500.00,50%,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,50.00,775,387500.00,155000.00,40%,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,55.00,775,426250.00,170500.00,40%,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,50.00,925,462500.00,185000.00,40%,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Athletic Footwear,50.00,525,262500.00,131250.00,50%,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Apparel,55.00,525,288750.00,101063.00,35%,Online
Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,65.00,800,520000.00,286000.00,55%,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Street Footwear,50.00,750,375000.00,150000.00,40%,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Athletic Footwear,55.00,750,412500.00,165000.00,40%,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Street Footwear,50.00,925,462500.00,185000.00,40%,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Athletic Footwear,50.00,475,237500.00,118750.00,50%,Online
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Men's Apparel,55.00,475,261250.00,91438.00,35%,Online
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Women's Apparel,60.00,725,435000.00,239250.00,55%,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Street Footwear,55.00,675,371250.00,148500.00,40%,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Athletic Footwear,55.00,625,343750.00,137500.00,40%,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Street Footwear,60.00,675,405000.00,162000.00,40%,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Athletic Footwear,60.00,400,240000.00,120000.00,50%,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Apparel,55.00,400,220000.00,77000.00,35%,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Apparel,50.00,625,312500.00,171875.00,55%,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Street Footwear,40.00,575,230000.00,92000.00,40%,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Athletic Footwear,40.00,575,230000.00,92000.00,40%,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Street Footwear,45.00,525,236250.00,94500.00,40%,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Athletic Footwear,45.00,375,168750.00,84375.00,50%,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Apparel,35.00,350,122500.00,42875.00,35%,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Apparel,45.00,525,236250.00,129938.00,55%,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Street Footwear,35.00,675,236250.00,94500.00,40%,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Athletic Footwear,35.00,675,236250.00,94500.00,40%,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Street Footwear,60.00,600,360000.00,144000.00,40%,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Athletic Footwear,60.00,450,270000.00,135000.00,50%,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Apparel,55.00,425,233750.00,81813.00,35%,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Apparel,65.00,625,406250.00,223438.00,55%,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Street Footwear,55.00,775,426250.00,170500.00,40%,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Athletic Footwear,55.00,775,426250.00,170500.00,40%,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Street Footwear,60.00,675,405000.00,162000.00,40%,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Athletic Footwear,60.00,525,315000.00,157500.00,50%,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Apparel,55.00,475,261250.00,91438.00,35%,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Apparel,65.00,725,471250.00,259188.00,55%,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Street Footwear,30.00,425,127500.00,44625.00,35%,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Athletic Footwear,40.00,425,170000.00,68000.00,40%,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Street Footwear,40.00,425,170000.00,59500.00,35%,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Athletic Footwear,40.00,275,110000.00,38500.00,35%,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Apparel,45.00,225,101250.00,30375.00,30%,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Apparel,40.00,425,170000.00,42500.00,25%,Online
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Street Footwear,30.00,475,142500.00,49875.00,35%,Online
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Athletic Footwear,40.00,375,150000.00,60000.00,40%,Online
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Women's Street Footwear,40.00,375,150000.00,52500.00,35%,Online
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,40.00,225,90000.00,31500.00,35%,Online
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Men's Apparel,45.00,150,67500.00,20250.00,30%,Online
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Apparel,40.00,350,140000.00,35000.00,25%,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Street Footwear,40.00,500,200000.00,70000.00,35%,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,350,175000.00,70000.00,40%,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Street Footwear,50.00,350,175000.00,61250.00,35%,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,225,112500.00,39375.00,35%,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Apparel,55.00,125,68750.00,20625.00,30%,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Apparel,50.00,325,162500.00,40625.00,25%,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Street Footwear,50.00,500,250000.00,87500.00,35%,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,300,165000.00,66000.00,40%,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Street Footwear,55.00,350,192500.00,67375.00,35%,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,250,125000.00,43750.00,35%,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Apparel,55.00,150,82500.00,24750.00,30%,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Apparel,70.00,325,227500.00,56875.00,25%,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Street Footwear,50.00,525,262500.00,91875.00,35%,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,375,206250.00,82500.00,40%,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Street Footwear,55.00,400,220000.00,77000.00,35%,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,300,150000.00,52500.00,35%,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Apparel,55.00,200,110000.00,33000.00,30%,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Apparel,70.00,375,262500.00,65625.00,25%,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Street Footwear,50.00,625,312500.00,109375.00,35%,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,475,261250.00,104500.00,40%,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Street Footwear,55.00,475,261250.00,91438.00,35%,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,350,175000.00,61250.00,35%,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Apparel,55.00,225,123750.00,37125.00,30%,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Apparel,70.00,525,367500.00,91875.00,25%,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Street Footwear,50.00,675,337500.00,118125.00,35%,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,525,288750.00,115500.00,40%,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Street Footwear,55.00,475,261250.00,91438.00,35%,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,375,187500.00,65625.00,35%,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Apparel,55.00,425,233750.00,70125.00,30%,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Apparel,70.00,425,297500.00,74375.00,25%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Street Footwear,55.00,625,343750.00,120313.00,35%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,60.00,575,345000.00,138000.00,40%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Street Footwear,55.00,450,247500.00,86625.00,35%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,55.00,400,220000.00,77000.00,35%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Apparel,65.00,400,260000.00,78000.00,30%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Apparel,70.00,375,262500.00,65625.00,25%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Street Footwear,45.00,575,258750.00,90563.00,35%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,575,287500.00,115000.00,40%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Street Footwear,45.00,425,191250.00,66938.00,35%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,375,168750.00,59063.00,35%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Apparel,55.00,375,206250.00,61875.00,30%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Apparel,60.00,425,255000.00,63750.00,25%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Street Footwear,45.00,500,225000.00,78750.00,35%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,500,250000.00,100000.00,40%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Street Footwear,45.00,325,146250.00,51188.00,35%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,300,135000.00,47250.00,35%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Apparel,55.00,275,151250.00,45375.00,30%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Apparel,60.00,325,195000.00,48750.00,25%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Street Footwear,45.00,500,225000.00,78750.00,35%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,525,262500.00,105000.00,40%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Street Footwear,45.00,375,168750.00,59063.00,35%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,350,157500.00,55125.00,35%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Apparel,55.00,300,165000.00,49500.00,30%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Apparel,60.00,425,255000.00,63750.00,25%,Online
Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Street Footwear,45.00,625,281250.00,98438.00,35%,Online
Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,625,312500.00,125000.00,40%,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Street Footwear,45.00,425,191250.00,66938.00,35%,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,425,191250.00,66938.00,35%,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Men's Apparel,55.00,350,192500.00,57750.00,30%,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Apparel,60.00,450,270000.00,67500.00,25%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Street Footwear,35.00,475,166250.00,58188.00,35%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,45.00,475,213750.00,85500.00,40%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Street Footwear,45.00,475,213750.00,74813.00,35%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,325,146250.00,51188.00,35%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Apparel,50.00,275,137500.00,41250.00,30%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Apparel,45.00,475,213750.00,53438.00,25%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Street Footwear,35.00,525,183750.00,64313.00,35%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,45.00,425,191250.00,76500.00,40%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Women's Street Footwear,45.00,425,191250.00,66938.00,35%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.00,275,123750.00,43313.00,35%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Men's Apparel,50.00,200,100000.00,30000.00,30%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Apparel,45.00,400,180000.00,45000.00,25%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,45.00,550,247500.00,86625.00,35%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.00,400,220000.00,88000.00,40%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,55.00,400,220000.00,77000.00,35%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,275,151250.00,52938.00,35%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Apparel,60.00,175,105000.00,31500.00,30%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Apparel,55.00,375,206250.00,51563.00,25%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,550,302500.00,105875.00,35%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,350,210000.00,84000.00,40%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,400,240000.00,84000.00,35%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,300,165000.00,57750.00,35%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60.00,200,120000.00,36000.00,30%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,375,281250.00,70313.00,25%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,575,316250.00,110688.00,35%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,425,255000.00,102000.00,40%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,450,270000.00,94500.00,35%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,350,192500.00,67375.00,35%,Online
